"Date of Download: 2023-02-26_16:45:33"
"Search Parameters: Data Level:all  Trait List:77328,77210,77275,77325  Trial List:4975  Accession List:85346,85417,85606,87218,87885,88062,88226,97779,97939,97970,98469,98592,99318,100173,101253,102120,102599,108381,202018,106372,202122,202123,499042,510812  Plot List:  Plant List:  Location List:  Year List:2022  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Grain yield - g/m2|CO_350:0000260","Heading date - Julian day|CO_350:0000270","Plant height - cm|CO_350:0000232","Test weight - g/L|CO_350:0000259","notes"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","98592","BAKER","Baker,IA97105-3","plot","538637","Drl_Urb_22_1403","3","3","1403","10","14","test","","297.4825568","165","76.2","314.7204","B-- (Operator: arbelaez, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ) (Operator: dwaring87, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","97970","ESKER","Esker,WI X8179-2,WIX8179-2","plot","538612","Drl_Urb_22_1407","3","3","1407","6","14","test","","146.696848","164","81.28","279.3224","BYDV_ (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ), BYDV_ (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ), VB--BYDV_ (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","510812","SADDLE","Saddle,SD120296","plot","538600","Drl_Urb_22_1409","3","3","1409","4","14","test","","172.9516384","162","81.28","347.28656","B-- (Operator: arbelaez, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ) (Operator: dwaring87, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","87218","SPURS","IL 95-1241,IL95-1241,IL951241,Spurs","plot","538619","Drl_Urb_22_1501","3","3","1501","1","15","test","","216.3150832","165","76.2","327.20624","B-- (Operator: arbelaez, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ) (Operator: dwaring87, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","100173","BUCKSKIN","Buckskin,IL 99-1338,IL99-1338","plot","538587","Drl_Urb_22_1503","3","3","1503","3","15","test","","312.5109136","164","71.12","349.86096","B-- (Operator: arbelaez, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ) (Operator: dwaring87, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","99318","DEON","Deon,MN07210","plot","538588","Drl_Urb_22_1504","3","3","1504","4","15","test","","287.7625456","167","76.2","407.78496","(Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ), VB-- (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","85606","NATTY","Natty,NATTY (ck),SD111779","plot","538532","Drl_Urb_22_1506","3","3","1506","6","15","test","","252.7561584","164","81.28","387.4472","B-- (Operator: arbelaez, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ) (Operator: dwaring87, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","87885","HAYDEN","HADEN,Hayden,SD111972","plot","538541","Drl_Urb_22_1507","3","3","1507","7","15","test","","250.0302512","167","71.12","423.74624","BYDV_ (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ), BYDV_ (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ), VB--BYDV_ (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","87885","HAYDEN","HADEN,Hayden,SD111972","plot","538526","Drl_Urb_22_202","1","1","202","11","2","test","","148.7771456","167","66.04","384.35792","BYDV_ (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ), BYDV_ (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ), VB--BYDV_ (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","85606","NATTY","Natty,NATTY (ck),SD111779","plot","538552","Drl_Urb_22_204","1","1","204","9","2","test","","252.8278928","164","81.28","346.38552","B-- (Operator: arbelaez, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ) (Operator: dwaring87, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","510812","SADDLE","Saddle,SD120296","plot","538521","Drl_Urb_22_205","1","1","205","8","2","test","","134.3943984","162","76.2","291.29336","B-- (Operator: arbelaez, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ) (Operator: dwaring87, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","102120","SD120419","Warrior","plot","538576","Drl_Urb_22_208","1","1","208","5","2","test","","242.0318656","165","66.04","357.8416","BYDV_ (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ), BYDV_ (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ), VB--BYDV_ (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","99318","DEON","Deon,MN07210","plot","538514","Drl_Urb_22_209","1","1","209","4","2","test","","245.4033824","167","71.12","374.31776","BYDV_ (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ), BYDV_ (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ), VB--BYDV_ (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","202122","IL17-7334","17-7334","plot","538584","Drl_Urb_22_302","1","1","302","2","3","test","","144.6882848","165","55.88","261.3016","(Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ), VB-- (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","85417","REINS","IL06-5433,Reins","plot","538517","Drl_Urb_22_305","1","1","305","5","3","test","","243.6458896","162","60.96","367.75304","A-- (Operator: arbelaez, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ) (Operator: dwaring87, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","87218","SPURS","IL 95-1241,IL95-1241,IL951241,Spurs","plot","538559","Drl_Urb_22_309","1","1","309","9","3","test","","139.2723376","165","66.04","291.42208","B-- (Operator: arbelaez, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ) (Operator: dwaring87, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","85346","HORSEPOWER","Horsepower,SD081936","plot","538655","Drl_Urb_22_311","1","1","311","11","3","test","","122.3430192","165","55.88","321.8","(Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ), VB-- (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","98469","COLT","2015,Colt,Colt (RPB 50-75),GBR005 02015,GBR011 2015,POL003 50434,RPB 5075,SD020883-29","plot","538591","Drl_Urb_22_401","1","1","401","12","4","test","","155.0539056","160","71.12","347.28656","A-- (Operator: arbelaez, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ) (Operator: dwaring87, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","202018","IL17-1253","17-1253","plot","538628","Drl_Urb_22_411","1","1","411","2","4","test","","207.850424","166","66.04","359.64368","B-- (Operator: arbelaez, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ) (Operator: dwaring87, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","97939","SABER","CV-377,IL02-8658","plot","538524","Drl_Urb_22_501","1","1","501","1","5","test","","92.0352352","162","71.12","331.32528","B-- (Operator: arbelaez, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ) (Operator: dwaring87, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","202123","IL17-7339","17-7339","plot","538483","Drl_Urb_22_502","1","1","502","2","5","test","","157.3494064","164","55.88","252.54864","B-- (Operator: arbelaez, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ) (Operator: dwaring87, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","499042","RUSHMORE","Rushmore,SD140515","plot","538592","Drl_Urb_22_503","1","1","503","3","5","test","","160.3981184","166","71.12","399.28944","B-- (Operator: arbelaez, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ) (Operator: dwaring87, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","98592","BAKER","Baker,IA97105-3","plot","538494","Drl_Urb_22_509","1","1","509","9","5","test","","209.7872528","165","66.04","313.30448","B-- (Operator: arbelaez, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ) (Operator: dwaring87, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","98592","BAKER","Baker,IA97105-3","plot","538538","Drl_Urb_22_602","2","2","602","11","6","test","","162.478416","164","71.12","284.34248","B-- (Operator: arbelaez, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ) (Operator: dwaring87, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","97779","OGLE","03C0700697,IL 73-2664,IL73-2664,Illinois 73-2664,Ogle,OGLE (ck),RL 1475,TLVA5829,TLVA5908,W87678","plot","538511","Drl_Urb_22_604","2","2","604","9","6","test","","271.4071024","164","76.2","281.8968","A-- (Operator: arbelaez, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ) (Operator: dwaring87, Time: ), (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
"2022","371","University of Illinois","University of Illinois, IL-USA. Institution: University of Illinois. Collaborator: Juan David Arbelaez","4975","Drl_Urb_22","Drl Yield Trial at Urbana, IL [2022]","RCBD","1.33","4.5","","","","2022-April-21","2022-July-14","140","Urbana, IL","85606","NATTY","Natty,NATTY (ck),SD111779","plot","538652","Drl_Urb_22_606","2","2","606","7","6","test","","239.0190208","164","81.28","366.852","B--BYDV_ (Operator: arbelaez, Time: ), BYDV_ (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: ) (Operator: dwaring87, Time: ), BYDV_ (Operator: arbelaez, Time: ) (Operator: dwaring87, Time: )"
